file,method,ARI,Silhouette,GeneCorr,missing_fraction,run,Marker_CD34,Marker_SPINK2,Marker_SLAMF7,Marker_CD27,Marker_PF4,Marker_PPBP,Marker_CD79B,Marker_CD79A,Marker_MS4A1,Marker_CD19,Marker_CD72,Marker_CD40,Marker_CD22,Marker_NKG7,Marker_GZMB,Marker_FGFBP2,Marker_SPON2,Marker_KLRC1,Marker_KLRD1,Marker_MS4A7,Marker_FCN1,Marker_S100A12,Marker_S100A9,Marker_S100A8,Marker_FCGR3A,Marker_CD14,Marker_LDHB,Marker_CD4,Marker_CD8B,Marker_CD8A,Marker_CD3D,Marker_CD3E,Marker_CD3G
adata_knn_imputed_mf10_run3.h5ad,KNN,1.0,,0.8568138205819197,0.1,3,,,,,0.1087554320693016,0.12840449810028076,,0.045979276299476624,0.8894043564796448,,,,,,0.8960899114608765,0.8992828130722046,,0.8961454033851624,,,,0.8958127498626709,,,,,,,,,,,
adata_knn_imputed_mf10_run4.h5ad,KNN,1.0,,0.8580524326900629,0.1,4,,,,,0.11260860413312912,0.13304054737091064,,0.9029233455657959,0.8984123468399048,,,,,,0.8836430907249451,0.8915483355522156,,0.9236319661140442,,,,0.38238659501075745,,,,,,,,,,,
adata_knn_imputed_mf10_run5.h5ad,KNN,1.0,,0.8566886068816542,0.1,5,,,,,0.11239446699619293,0.13247999548912048,,0.04617387801408768,0.870826780796051,,,,,,0.896720290184021,0.9073390960693359,,0.8946853876113892,,,,0.3833170533180237,,,,,,,,,,,
adata_knn_imputed_mf10_run6.h5ad,KNN,1.0,,0.8587098750534728,0.1,6,,,,,0.11520620435476303,0.13357804715633392,,0.045301470905542374,0.9139723181724548,,,,,,0.8949905633926392,0.9036666750907898,,0.8905813097953796,,,,0.38395535945892334,,,,,,,,,,,
adata_knn_imputed_mf10_run7.h5ad,KNN,1.0,,0.8617990128671598,0.1,7,,,,,0.11097852140665054,0.1286478191614151,,0.9058889746665955,0.8924915194511414,,,,,,0.9090425372123718,0.8998193740844727,,0.8774235844612122,,,,0.9035767316818237,,,,,,,,,,,
adata_knn_imputed_mf10_run8.h5ad,KNN,1.0,,0.8637550212390827,0.1,8,,,,,0.11613063514232635,0.13520547747612,,0.04540533199906349,0.9041444063186646,,,,,,0.906765878200531,0.903430163860321,,0.8638193607330322,,,,0.38506704568862915,,,,,,,,,,,
adata_knn_imputed_mf10_run9.h5ad,KNN,1.0,,0.8627619155323737,0.1,9,,,,,0.11312205344438553,0.13405351340770721,,0.8943802118301392,0.9378377199172974,,,,,,0.896015465259552,0.8992357850074768,,0.8494316935539246,,,,0.38393768668174744,,,,,,,,,,,
adata_knn_imputed_mf20_run1.h5ad,KNN,1.0,,0.8103205663546659,0.2,1,,,,,0.11137566715478897,0.12954743206501007,,0.7870472073554993,0.7313117980957031,,,,,,0.8176218867301941,0.7886306047439575,,0.8071213960647583,,,,0.3843808174133301,,,,,,,,,,,
adata_knn_imputed_mf20_run10.h5ad,KNN,1.0,,0.8111683122960696,0.2,10,,,,,0.1119837686419487,0.13186399638652802,,0.7872359752655029,0.7951673269271851,,,,,,0.8097078204154968,0.7974749207496643,,0.8009966611862183,,,,0.37943464517593384,,,,,,,,,,,
adata_knn_imputed_mf20_run2.h5ad,KNN,1.0,,0.8084562965141392,0.2,2,,,,,0.11247586458921432,0.1313662827014923,,0.7762988805770874,0.8159902691841125,,,,,,0.7977399826049805,0.8045920729637146,,0.8281360268592834,,,,0.3832046687602997,,,,,,,,,,,
adata_knn_imputed_mf20_run3.h5ad,KNN,1.0,,0.8104656997079559,0.2,3,,,,,0.11243201792240143,0.13115732371807098,,0.0442199632525444,0.7826758027076721,,,,,,0.807716965675354,0.8003612756729126,,0.8128525018692017,,,,0.3830130696296692,,,,,,,,,,,
adata_knn_imputed_mf20_run4.h5ad,KNN,1.0,,0.8084872071125683,0.2,4,,,,,0.11058591306209564,0.12991192936897278,,0.046393197029829025,0.8055468797683716,,,,,,0.7904004454612732,0.8140293955802917,,0.7786617279052734,,,,0.3824726939201355,,,,,,,,,,,
adata_knn_imputed_mf20_run5.h5ad,KNN,1.0,,0.8097762509258556,0.2,5,,,,,0.11103804409503937,0.13124774396419525,,0.7753342986106873,0.8157659769058228,,,,,,0.8110526204109192,0.7931022644042969,,0.7744949460029602,,,,0.3795858323574066,,,,,,,,,,,
adata_knn_imputed_mf20_run6.h5ad,KNN,1.0,,0.8122892574803416,0.2,6,,,,,0.1141161248087883,0.13181333243846893,,0.8459303975105286,0.7790018916130066,,,,,,0.811164140701294,0.7939537167549133,,0.7917921543121338,,,,0.38254278898239136,,,,,,,,,,,
adata_knn_imputed_mf20_run7.h5ad,KNN,1.0,,0.8098331776882309,0.2,7,,,,,0.11487352848052979,0.13390928506851196,,0.787961483001709,0.7870285511016846,,,,,,0.8254801630973816,0.787871241569519,,0.7694606184959412,,,,0.38254088163375854,,,,,,,,,,,
adata_knn_imputed_mf20_run8.h5ad,KNN,1.0,,0.808889080807878,0.2,8,,,,,0.11406661570072174,0.1316312998533249,,0.7820302844047546,0.8041091561317444,,,,,,0.7949573397636414,0.8044146299362183,,0.7926576137542725,,,,0.37769508361816406,,,,,,,,,,,
